Domain Code,Domain,Recipient Country Code (M49),Recipient Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2007","2007","tonnes","8275","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2008","2008","tonnes","27269","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2009","2009","tonnes","17295","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2010","2010","tonnes","24783","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2011","2011","tonnes","49001","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2012","2012","tonnes","15810","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2013","2013","tonnes","7477","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2014","2014","tonnes","4292","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11726","Pulses, Total","2015","2015","tonnes","2883","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1988","1988","tonnes","12579","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1989","1989","tonnes","8482","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1990","1990","tonnes","1426","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1991","1991","tonnes","15415","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1992","1992","tonnes","126733","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1993","1993","tonnes","46676","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1994","1994","tonnes","4340","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1995","1995","tonnes","14","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1996","1996","tonnes","2000","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1997","1997","tonnes","76","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","1999","1999","tonnes","561","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2000","2000","tonnes","1726","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2004","2004","tonnes","7587","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2005","2005","tonnes","12009","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2006","2006","tonnes","4371","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2007","2007","tonnes","7310","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2008","2008","tonnes","2676","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2011","2011","tonnes","27420","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2012","2012","tonnes","31517","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","10031","Rice Total","2013","2013","tonnes","3150","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1988","1988","tonnes","5595","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1989","1989","tonnes","843","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1990","1990","tonnes","350","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1991","1991","tonnes","180","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1992","1992","tonnes","201","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1993","1993","tonnes","2632","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1994","1994","tonnes","407","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1995","1995","tonnes","7","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1996","1996","tonnes","1916","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1997","1997","tonnes","36","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","1999","1999","tonnes","60","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","2000","2000","tonnes","183","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","2004","2004","tonnes","67","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","2007","2007","tonnes","188","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","2009","2009","tonnes","892","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","2010","2010","tonnes","69","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11890","Sugar Total","2011","2011","tonnes","916","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1988","1988","tonnes","6084","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1989","1989","tonnes","10195","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1990","1990","tonnes","3905","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1991","1991","tonnes","2160","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1992","1992","tonnes","16227","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1993","1993","tonnes","11407","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1994","1994","tonnes","6924","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1995","1995","tonnes","6428","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1996","1996","tonnes","2000","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1998","1998","tonnes","255","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","1999","1999","tonnes","702","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2000","2000","tonnes","694","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2002","2002","tonnes","1746","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2003","2003","tonnes","249","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2004","2004","tonnes","2185","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2005","2005","tonnes","1547","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2006","2006","tonnes","5114","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2007","2007","tonnes","4156","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2008","2008","tonnes","10545","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2009","2009","tonnes","9794","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2010","2010","tonnes","2943","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2011","2011","tonnes","14221","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2012","2012","tonnes","4328","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2013","2013","tonnes","3959","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2014","2014","tonnes","2279","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11788","Vegetable Oils","2015","2015","tonnes","1690","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1988","1988","tonnes","75682","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1989","1989","tonnes","56844","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1990","1990","tonnes","58208","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1991","1991","tonnes","24081","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1992","1992","tonnes","82588","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1993","1993","tonnes","63408","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1994","1994","tonnes","7851","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1995","1995","tonnes","23638","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1996","1996","tonnes","6598","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1997","1997","tonnes","450","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1998","1998","tonnes","3225","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","1999","1999","tonnes","2660","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2000","2000","tonnes","5186","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2003","2003","tonnes","300","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2005","2005","tonnes","2007","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2006","2006","tonnes","948","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2007","2007","tonnes","17190","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2008","2008","tonnes","1676","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2009","2009","tonnes","3752","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2011","2011","tonnes","8040","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2012","2012","tonnes","50","X","Figure from international organizations","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2013","2013","tonnes","556","X","Figure from international organizations","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","706","Somalia","500","Food aid received","11945","Wheat & Wheat Flour","2015","2015","tonnes","560","X","Figure from international organizations","Provisional data provided by WFP"
